DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
171255,171255,Mk10,14:56:45.157812 05-Aug-2018,FastGPS,7,15.1761,145.7865,,,,,,,,,,
171255,171255,Mk10,09:48:29.198750 06-Aug-2018,FastGPS,7,15.1760,145.7872,,,,,,,,,,
171255,171255,Mk10,16:08:49.163750 06-Aug-2018,FastGPS,7,15.1760,145.7870,,,,,,,,,,
171255,171255,Mk10,04:52:14.148749 07-Aug-2018,FastGPS,6,15.1551,145.7898,,,,,,,,,,
171255,171255,Mk10,20:14:00 06-Aug-2018,Argos,3,15.1750,145.7857,185,948,36,74,,,,,,
171255,171255,Mk10,21:15:58 06-Aug-2018,Argos,B,15.1706,145.7861,772,14145,42,86,,,,,,
171255,171255,Mk10,22:50:55 06-Aug-2018,Argos,B,15.1682,145.7859,1480,2066,1060,94,,,,,,
171255,171255,Mk10,23:53:54 06-Aug-2018,Argos,B,15.1688,145.7853,1810,2279,1437,98,,,,,,
171255,171255,Mk10,00:28:11 07-Aug-2018,Argos,B,15.1666,145.7850,1786,2841,1122,107,,,,,,
171255,171255,Mk10,05:20:55 07-Aug-2018,Argos,B,15.1533,145.7946,1396,5995,325,40,,,,,,
171255,171255,Mk10,06:58:50 07-Aug-2018,Argos,B,15.1454,145.7960,589,828,418,64,,,,,,
171255,171255,Mk10,06:58:50 07-Aug-2018,Argos,B,15.1444,145.7960,1354,5144,356,61,,,,,,
171255,171255,Mk10,17:16:05.133750 07-Aug-2018,FastGPS,4,15.1608,145.7924,,,,,,,,,,
171255,171255,Mk10,08:38:33 07-Aug-2018,Argos,B,15.1546,145.7970,1009,13022,78,94,,,,,,
171255,171255,Mk10,09:30:28 07-Aug-2018,Argos,B,15.1542,145.7982,1329,2242,787,97,,,,,,
171255,171255,Mk10,09:54:09 07-Aug-2018,Argos,B,15.1547,145.7978,1476,2244,970,96,,,,,,
171255,171255,Mk10,23:35:34.631210 07-Aug-2018,FastGPS,6,15.1696,145.7937,,,,,,,,,,Solution error 4.6 sec
171255,171255,Mk10,19:48:14 07-Aug-2018,Argos,B,15.1609,145.8054,2521,173132,36,85,,,,,,
171255,171255,Mk10,22:15:51 07-Aug-2018,Argos,B,15.1600,145.8041,3036,7479,1232,85,,,,,,
171255,171255,Mk10,23:47:59 07-Aug-2018,Argos,B,15.1690,145.8023,2629,28691,240,85,,,,,,
171255,171255,Mk10,00:08:50 08-Aug-2018,Argos,B,15.1678,145.7862,542,1747,168,178,,,,,,
171255,171255,Mk10,11:54:02.661562 08-Aug-2018,FastGPS,6,15.1759,145.7869,,,,,,,,,,Solution error 4.7 sec
171255,171255,Mk10,07:55:07 08-Aug-2018,Argos,B,15.1516,145.7880,2139,7336,623,99,,,,,,
171255,171255,Mk10,08:10:21 08-Aug-2018,Argos,B,15.1763,145.7864,2487,4337,1426,122,,,,,,
171255,171255,Mk10,09:22:45 08-Aug-2018,Argos,B,15.1758,145.8004,920,2978,284,172,,,,,,
171255,171255,Mk10,12:53:21 08-Aug-2018,Argos,B,15.1807,145.8129,2158,2433,1913,177,,,,,,
171255,171255,Mk10,00:10:39.903437 09-Aug-2018,FastGPS,5,15.1765,145.7866,,,,,,,,,,
171255,171255,Mk10,19:11:27 08-Aug-2018,Argos,B,15.1751,145.7969,1682,7933,356,8,,,,,,
171255,171255,Mk10,20:22:21 08-Aug-2018,Argos,B,15.1789,145.8000,1617,2442,1071,15,,,,,,
171255,171255,Mk10,20:49:59 08-Aug-2018,Argos,2,15.1738,145.7911,288,979,84,116,,,,,,
171255,171255,Mk10,22:08:56 08-Aug-2018,Argos,B,15.1744,145.7915,1221,1372,1086,104,,,,,,
171255,171255,Mk10,18:54:08.144687 09-Aug-2018,FastGPS,6,15.1759,145.7869,,,,,,,,,,
171255,171255,Mk10,09:14:33 09-Aug-2018,Argos,B,15.1756,145.7777,996,4989,198,5,,,,,,
171255,171255,Mk10,09:14:33 09-Aug-2018,Argos,B,15.1861,145.7793,642,895,460,13,,,,,,
171255,171255,Mk10,09:14:33 09-Aug-2018,Argos,B,15.1771,145.7778,483,1097,212,10,,,,,,
