DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
178576,178576,Mk10,Strong,12-Feb-2019,22:47:40,12-Feb-2019,22:47:42
178576,178576,Mk10,Strong,24-Oct-2019,06:40:21,24-Oct-2019,06:40:33
178576,178576,Mk10,Strong,15-Jan-2020,23:32:58,15-Jan-2020,23:33:08
