DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
176762,176762,Mk10,Strong,24-Jul-2018,21:52:00,24-Jul-2018,21:52:01
176762,176762,Mk10,Strong,25-Jul-2018,02:50:00,25-Jul-2018,02:50:01
176762,176762,Mk10,Strong,08-Aug-2018,09:16:10,08-Aug-2018,19:16:11
176762,176762,Mk10,Strong,19-Nov-2018,19:09:52,20-Nov-2018,05:09:57
