DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
176762,176762,,Mk10,22:00:00 24-Jul-2018,,,,0.0,24.1,Status
176762,176762,,Mk10,11:00:00 09-Aug-2018,,,,0.0,29.1,Status
176762,176762,,Mk10,00:00:00 14-Aug-2018,,,,0.0,29.6,Status
176762,176762,,Mk10,21:00:00 24-Aug-2018,,,,0.0,28.4,Status
176762,176762,,Mk10,06:00:00 29-Aug-2018,,,,0.0,31.1,Status
176762,176762,,Mk10,10:00:00 30-Aug-2018,,,,0.0,29.4,Status
176762,176762,,Mk10,21:00:00 02-Sep-2018,,,,0.0,29.1,Status
176762,176762,,Mk10,21:00:00 03-Sep-2018,,,,0.0,29.5,Status
176762,176762,,Mk10,05:00:00 10-Sep-2018,,,,0.0,28.6,Status
176762,176762,,Mk10,22:00:00 11-Sep-2018,,,,0.0,27.6,Status
176762,176762,,Mk10,10:00:00 17-Sep-2018,,,,0.0,28.6,Status
176762,176762,,Mk10,00:00:00 20-Sep-2018,,,,0.0,28.6,Status
176762,176762,,Mk10,21:00:00 25-Sep-2018,,,,0.0,26.9,Status
176762,176762,,Mk10,09:00:00 27-Sep-2018,,,,0.0,27.8,Status
176762,176762,,Mk10,22:00:00 28-Sep-2018,,,,0.0,27.9,Status
176762,176762,,Mk10,23:00:00 02-Oct-2018,,,,0.0,28.3,Status
176762,176762,,Mk10,22:00:00 09-Oct-2018,,,,0.0,28.3,Status
176762,176762,,Mk10,23:00:00 10-Oct-2018,,,,0.0,28.3,Status
176762,176762,,Mk10,21:00:00 14-Oct-2018,,,,0.0,27.6,Status
176762,176762,,Mk10,23:00:00 21-Oct-2018,,,,0.0,29.1,Status
176762,176762,,Mk10,20:00:00 24-Oct-2018,,,,0.0,27.2,Status
176762,176762,,Mk10,22:00:00 03-Nov-2018,,,,0.0,27.5,Status
176762,176762,,Mk10,07:00:00 12-Nov-2018,,,,0.0,30.7,Status
176762,176762,,Mk10,23:00:00 14-Nov-2018,,,,0.0,28.3,Status
176762,176762,,Mk10,20:00:00 24-Nov-2018,,,,0.0,27.7,Status
176762,176762,,Mk10,05:00:00 28-Nov-2018,,,,0.0,29.6,Status
