"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",224324,15861,,,,,,,14,MC,,401650000,07/11/2022 10:46:43,1,2,0,-124,401650000,,,,,,,,,,,,66,117,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,14,MC,,401650000,07/11/2022 10:46:57,1,2,0,-124,401650000,,,,,,,,,,,,86,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,14,MC,,401650000,07/11/2022 10:47:12,1,2,0,-124,401650000,,,,,,,,,,,,105,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,43,NN,,401650000,07/11/2022 11:56:30,1,4,0,-127,401650000,,,,,,,,,,,,81,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,43,NN,,401650000,07/11/2022 11:56:45,1,4,0,-127,401650000,,,,,,,,,,,,106,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,43,NN,,401650000,07/11/2022 11:57:00,1,4,0,-127,401650000,,,,,,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,43,NN,,401650000,07/11/2022 11:57:14,1,4,0,-127,401650000,,,,,,,,,,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,0,SR,,401650000,07/11/2022 18:44:06,1,1,0,-137,401650000,,,,,,,,,,,,32,157,102,0,0,0,0,0,0,0,0,255,1,0,0,122,157,98,0,0,0,0,0,0,0,0,130,163,32,255,43,
"",224324,15861,,,,,,,0,A1,,401650000,07/11/2022 19:02:33,1,1,0,-139,401650000,,,,,,,,,,,,81,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,0,SR,,401650000,07/11/2022 20:22:30,1,1,0,-127,401650000,,,,,,,,,,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,0,A1,,401650000,07/11/2022 20:36:53,1,1,0,-130,401650000,,,,,,,,,,,,106,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,125,NK,,401650000,07/11/2022 20:45:18,1,2,0,-132,401650000,,,,,,,,,,,,80,144,131,221,42,88,105,212,48,241,83,91,0,152,46,14,27,72,163,9,82,93,138,,,,,,,,,
"",224324,15861,,,,,,,125,NK,,401650000,07/11/2022 20:47:23,1,2,0,-132,401650000,,,,,,,,,,,,32,157,102,0,0,0,0,0,0,0,0,255,1,0,0,122,157,98,0,0,0,0,0,0,0,0,130,163,32,245,43,
"",224324,15861,,,,,,,0,NP,,401650000,07/11/2022 21:16:33,1,1,0,-134,401650000,,,,,,,,,,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,29,NK,,401650000,07/11/2022 22:28:14,1,3,2,-117,401650000,,,,,,,,,,,,106,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,29,NK,,401650000,07/11/2022 22:28:29,1,3,2,-117,401650000,,,,,,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,29,NK,,401650000,07/11/2022 22:28:44,1,3,2,-117,401650000,,,,,,,,,,,,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,29,MC,,401650000,07/11/2022 23:10:03,1,3,0,-120,401650000,,,,,,,,,,,,32,157,102,0,0,0,0,0,0,0,0,255,1,0,0,122,157,98,0,0,0,0,0,0,0,0,130,163,32,255,43,
"",224324,15861,,,,,,,29,MC,,401650000,07/11/2022 23:10:18,1,3,0,-120,401650000,,,,,,,,,,,,66,117,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,29,MC,,401650000,07/11/2022 23:10:33,1,3,0,-120,401650000,,,,,,,,,,,,93,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",224324,15861,,,,,,,0,MB,,401650000,07/12/2022 00:02:47,1,1,0,-130,401650000,,,,,,,,,,,,40,157,98,4,255,144,0,0,0,0,0,0,0,0,0,240,157,108,0,0,0,0,0,0,0,0,255,0,0,0,49,
