"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",171220,5861,47.679,-122.131,B,05/09/2017 14:32:30,Argos,,0,P,,401677207,05/09/2017 14:32:31,1,1,,-140,401677207,-122.131,47.679,,,,,,,,,,4,196,172,232,30,0,24,49,215,245,96,5,0,80,84,85,84,0,3,171,221,128,17,128,1,127,192,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:36:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,188,174,233,30,0,28,51,71,245,64,5,0,80,84,85,88,0,3,108,252,128,17,128,1,127,192,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:37:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,5,82,233,94,251,115,51,71,245,64,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:38:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,188,174,233,158,0,30,51,71,245,64,5,0,80,84,85,84,0,3,184,136,128,17,128,1,127,192,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:39:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,5,82,233,222,205,36,51,71,245,64,5,0,80,84,85,88,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:40:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,188,176,234,30,0,32,51,71,245,64,5,0,80,84,85,84,0,3,180,222,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.136,3,05/09/2017 14:43:18,Argos,,300,R,,401677206,05/09/2017 14:40:31,1,5,,-126,401677206,-122.136,47.677,,,,,,,,,,4,188,176,234,30,0,32,51,71,245,64,5,0,80,84,85,84,0,3,180,222,128,17,128,1,127,192,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:42:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,180,176,234,158,0,34,51,71,245,48,5,0,80,84,85,88,0,3,196,69,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.136,3,05/09/2017 14:43:18,Argos,,300,R,,401677206,05/09/2017 14:42:31,1,5,,-126,401677206,-122.136,47.677,,,,,,,,,,4,180,176,234,158,0,34,51,71,245,48,5,0,80,84,85,88,0,3,196,69,128,17,128,1,127,192,,,,,
"",171220,5861,47.679,-122.136,3,05/09/2017 14:38:00,Argos,,420,N,,401677206,05/09/2017 14:43:31,1,7,,-121,401677206,-122.136,47.679,,,,,,,,,,4,5,82,234,222,84,228,51,56,5,48,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.136,3,05/09/2017 14:43:18,Argos,,300,R,,401677206,05/09/2017 14:43:31,1,5,,-126,401677206,-122.136,47.677,,,,,,,,,,4,5,82,234,222,84,228,51,56,5,48,5,0,80,84,213,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.136,3,05/09/2017 14:43:18,Argos,,300,R,,401677206,05/09/2017 14:44:31,1,5,,-126,401677206,-122.136,47.677,,,,,,,,,,4,188,178,235,30,0,36,51,71,245,48,5,0,80,84,87,84,0,3,140,200,136,17,128,3,63,192,,,,,
"",171220,5861,47.677,-122.136,3,05/09/2017 14:43:18,Argos,,300,R,,401677206,05/09/2017 14:45:31,1,5,,-126,401677206,-122.136,47.677,,,,,,,,,,4,5,82,235,94,193,245,51,71,245,64,5,0,80,84,85,88,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 15:23:50,Argos,,300,K,,401677207,05/09/2017 15:22:31,1,6,,-117,401677207,-122.135,47.677,,,,,,,,,,6,180,182,245,158,0,74,51,88,5,64,5,0,80,84,85,84,0,3,195,162,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 15:23:50,Argos,,300,K,,401677207,05/09/2017 15:23:31,1,6,,-117,401677207,-122.135,47.677,,,,,,,,,,6,5,82,245,222,106,93,51,87,245,48,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 15:23:50,Argos,,300,K,,401677207,05/09/2017 15:24:31,1,6,,-117,401677207,-122.135,47.677,,,,,,,,,,6,172,182,246,14,0,76,51,71,245,64,5,0,80,84,85,84,0,3,89,182,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 15:23:50,Argos,,300,K,,401677207,05/09/2017 15:25:31,1,6,,-117,401677207,-122.135,47.677,,,,,,,,,,6,5,82,246,94,48,21,51,71,245,48,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 15:23:50,Argos,,300,K,,401677207,05/09/2017 15:26:31,1,6,,-117,401677207,-122.135,47.677,,,,,,,,,,6,180,182,246,158,0,78,51,71,245,64,5,0,80,84,85,84,0,3,93,163,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 15:23:50,Argos,,300,K,,401677207,05/09/2017 15:27:31,1,6,,-117,401677207,-122.135,47.677,,,,,,,,,,6,5,82,246,222,187,67,51,56,5,48,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.134,B,05/09/2017 15:56:00,Argos,,60,A,,401677208,05/09/2017 15:55:31,1,2,,-130,401677208,-122.134,47.677,,,,,,,,,,6,5,82,253,222,67,126,51,71,245,48,5,0,80,84,85,20,0,2,128,17,128,1,127,224,4,0,,,,,
"",171220,5861,47.677,-122.134,B,05/09/2017 15:56:00,Argos,,60,A,,401677208,05/09/2017 15:56:31,1,2,,-130,401677208,-122.134,47.677,,,,,,,,,,6,172,188,254,30,0,108,51,71,245,48,5,0,80,84,85,84,0,3,242,82,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:18:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,172,193,4,158,0,130,51,72,5,64,5,0,80,84,85,84,0,3,210,63,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:19:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,5,83,4,222,151,170,51,71,229,48,5,0,80,84,85,88,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:20:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,180,193,5,30,0,132,51,71,245,48,5,0,80,84,85,84,0,3,58,115,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:21:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,5,83,5,94,161,155,51,71,245,48,5,0,80,84,85,88,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:22:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,180,193,5,158,0,134,51,71,245,48,5,0,80,84,85,88,0,3,238,7,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:23:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,5,83,5,222,199,243,51,71,245,48,5,0,80,84,85,88,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:24:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,172,195,6,30,0,136,51,55,229,48,5,0,80,84,85,88,0,3,101,207,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.135,3,05/09/2017 16:22:08,Argos,,480,N,,401677210,05/09/2017 16:26:31,1,8,,-117,401677210,-122.135,47.677,,,,,,,,,,6,180,195,6,158,0,138,51,71,245,48,5,0,80,84,85,84,0,3,63,187,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.139,2,05/09/2017 16:47:30,Argos,,180,B,,401677211,05/09/2017 16:47:31,1,4,,-125,401677211,-122.139,47.677,,,,,,,,,,6,5,83,11,222,194,224,51,71,245,48,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.139,2,05/09/2017 16:47:30,Argos,,180,B,,401677211,05/09/2017 16:48:31,1,4,,-125,401677211,-122.139,47.677,,,,,,,,,,6,180,199,12,30,0,160,51,71,245,48,5,0,80,84,85,84,0,3,52,85,128,17,128,1,127,192,,,,,
"",171220,5861,47.677,-122.139,2,05/09/2017 16:47:30,Argos,,180,B,,401677211,05/09/2017 16:49:31,1,4,,-125,401677211,-122.139,47.677,,,,,,,,,,6,5,83,12,94,142,30,51,71,245,48,5,0,80,84,85,84,0,2,128,17,128,1,127,192,0,0,,,,,
"",171220,5861,47.677,-122.139,2,05/09/2017 16:47:30,Argos,,180,B,,401677211,05/09/2017 16:50:31,1,4,,-125,401677211,-122.139,47.677,,,,,,,,,,6,180,199,12,158,0,162,51,87,245,48,5,0,80,84,85,80,0,3,67,143,128,17,128,9,127,192,,,,,
