Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5947,166349,3,P, ,3,18-May-2017,05:28:26,,,,,-128,,0,18-May-2017,05:28:26,,,321,,,,,,,42,222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,P, ,3,18-May-2017,05:28:26,,,,,-128,,0,18-May-2017,05:30:43,,,321,,,,,,,89,144,90,12,40,124,133,100,41,22,36,194,84,1,195,10,1,255,255,220,96,0,0,,,,,,,,,
5947,166349,3,P, ,3,18-May-2017,05:28:26,,,,,-128,,1,18-May-2017,05:31:29,,,321,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,P, ,3,18-May-2017,05:28:26,,,,,-128,,1,18-May-2017,05:33:47,,,321,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,P,B,4,19-May-2017,05:14:13,13.4650,144.6610,,401677396,-135,,0,19-May-2017,05:14:14,,,,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,K,B,5,19-May-2017,07:23:31,13.4240,144.6560,,401677403,-137,,0,19-May-2017,07:23:31,,,57,,,,,,,46,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,31,K,B,5,19-May-2017,07:23:31,13.4240,144.6560,,401677403,-137,,0,19-May-2017,07:24:28,,,57,,,,,,,40,86,66,0,255,255,144,0,0,0,0,0,0,0,0,175,86,66,0,0,0,0,0,0,0,255,251,4,2,124,178,
5947,166349,23,N,B,6,19-May-2017,08:44:26,13.4560,144.6620,,401677394,-133,,0,19-May-2017,08:44:27,,,,,,,,,,8,176,90,12,168,124,133,100,41,163,0,198,22,2,117,80,15,139,66,186,60,7,17,,,,,,,,,
5947,166349,3,K,B,7,19-May-2017,09:00:29,13.4640,144.6540,,401677393,-123,,0,19-May-2017,09:00:03,,,53,,,,,,,75,104,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,K,B,7,19-May-2017,09:00:29,13.4640,144.6540,,401677393,-123,,0,19-May-2017,09:00:56,,,53,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,A,B,8,19-May-2017,11:49:52,13.4590,144.6520,,401677395,-126,,0,19-May-2017,11:49:52,,,,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,K,B,9,19-May-2017,19:55:52,13.4520,144.6520,,401677391,-135,,0,19-May-2017,19:55:53,,,,,,,,,,138,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,N,0,10,19-May-2017,21:20:38,13.4640,144.6540,,401677393,-128,,0,19-May-2017,21:17:08,,,466,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,N,0,10,19-May-2017,21:20:38,13.4640,144.6540,,401677393,-128,,0,19-May-2017,21:19:10,,,466,,,,,,,41,161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,N,0,10,19-May-2017,21:20:38,13.4640,144.6540,,401677393,-128,,0,19-May-2017,21:21:23,,,466,,,,,,,77,102,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,N,0,10,19-May-2017,21:20:38,13.4640,144.6540,,401677393,-128,,0,19-May-2017,21:24:54,,,466,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,B,B,11,19-May-2017,23:38:14,13.4630,144.6530,,401677395,-133,,0,19-May-2017,23:38:14,,,,,,,,,,66,176,88,12,40,124,133,100,41,222,28,196,20,3,101,6,1,143,19,214,192,0,0,,,,,,,,,
5947,166349,3,A,B,12,20-May-2017,00:26:43,13.4630,144.6540,,401677395,-119,,0,20-May-2017,00:26:43,,,,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,K,B,13,20-May-2017,08:31:51,13.4620,144.6550,,401677393,-127,,0,20-May-2017,08:31:51,,,160,,,,,,,86,48,90,12,40,124,133,100,42,34,55,67,210,3,203,6,5,194,19,214,144,0,0,,,,,,,,,
5947,166349,3,K,B,13,20-May-2017,08:31:51,13.4620,144.6550,,401677393,-127,,0,20-May-2017,08:34:31,,,160,,,,,,,65,106,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,N,B,14,20-May-2017,08:33:11,13.4630,144.6590,,401677395,-129,,0,20-May-2017,08:31:51,,,160,,,,,,,86,48,90,12,40,124,133,100,42,34,55,67,210,3,203,6,5,194,19,214,144,0,0,,,,,,,,,
5947,166349,3,N,B,14,20-May-2017,08:33:11,13.4630,144.6590,,401677395,-129,,0,20-May-2017,08:34:31,,,160,,,,,,,65,106,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,R,B,15,20-May-2017,09:26:15,13.4630,144.6590,,401677394,-130,,0,20-May-2017,09:26:16,,,,,,,,,,35,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,A,A,16,20-May-2017,11:26:37,13.4470,144.6540,,401677397,-122,,0,20-May-2017,11:25:19,,,580,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,A,A,16,20-May-2017,11:26:37,13.4470,144.6540,,401677397,-122,,0,20-May-2017,11:27:57,,,580,,,,,,,82,176,90,12,40,124,133,100,42,45,248,130,144,4,7,2,1,207,19,214,112,0,0,,,,,,,,,
5947,166349,3,A,A,16,20-May-2017,11:26:37,13.4470,144.6540,,401677397,-122,,0,20-May-2017,11:34:59,,,580,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,B,B,17,20-May-2017,12:23:57,13.4450,144.6530,,401677398,-127,,0,20-May-2017,12:23:58,,,,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,A,B,18,20-May-2017,13:14:26,13.4450,144.6540,,401677401,-130,,0,20-May-2017,13:14:27,,,,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,3,P,B,19,20-May-2017,17:48:13,13.4520,144.6570,,401677391,-133,,0,20-May-2017,17:48:14,,,,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,R,B,20,20-May-2017,20:32:22,13.4590,144.6580,,401677396,-124,,0,20-May-2017,20:32:23,,,,,,,,,,75,240,90,12,40,124,133,100,42,82,64,65,82,4,167,6,1,179,19,214,128,0,0,,,,,,,,,
5947,166349,23,N,B,21,20-May-2017,21:09:30,13.4600,144.6580,,401677395,-137,,0,20-May-2017,21:09:31,,,,,,,,,,64,48,90,12,40,124,133,100,42,84,210,4,18,4,177,6,1,160,19,214,128,0,0,,,,,,,,,
5947,166349,23,K,B,22,20-May-2017,21:09:53,13.4920,144.5940,,401677407,-129,,0,20-May-2017,21:09:31,,,46,,,,,,,64,48,90,12,40,124,133,100,42,84,210,4,18,4,177,6,1,160,19,214,128,0,0,,,,,,,,,
5947,166349,3,K,B,22,20-May-2017,21:09:53,13.4920,144.5940,,401677407,-129,,0,20-May-2017,21:10:17,,,46,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,23,A,B,23,21-May-2017,00:01:10,13.4940,144.5990,,401677393,-128,,0,21-May-2017,00:01:10,,,,,,,,,,77,208,90,12,40,124,133,100,42,128,76,5,18,4,207,8,41,94,18,215,16,0,0,,,,,,,,,
5947,166349,3,B,B,24,21-May-2017,01:01:19,13.4850,144.6160,,401677409,-133,,0,21-May-2017,01:01:20,,,,,,,,,,43,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,31,P,B,25,21-May-2017,04:54:26,13.5010,144.6330,,401677389,-132,,0,21-May-2017,04:54:03,,,47,,,,,,,40,86,128,0,0,0,0,0,0,0,0,0,0,0,0,213,86,128,0,0,0,0,0,0,0,1,254,8,0,0,33,
5947,166349,3,P,B,25,21-May-2017,04:54:26,13.5010,144.6330,,401677389,-132,,0,21-May-2017,04:54:50,,,47,,,,,,,47,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,166349,31,K,B,26,21-May-2017,08:12:48,13.4990,144.6560,,401677386,-128,,0,21-May-2017,08:12:49,,,,,,,,,,34,86,128,0,0,0,0,0,0,0,1,254,8,0,0,255,86,128,0,0,0,0,0,0,0,0,0,0,0,0,11,
