DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
166349,166349,0.500000,UT,06:00:00 18-May-2017,,,,0.0,33.9,Status
166349,166349,0.500000,UT,09:00:00 20-May-2017,,,,0.0,29.3,Status
166349,166349,0.500000,UT,11:00:00 20-May-2017,,,,0.0,29.1,Status
166349,166349,0.500000,UT,21:00:00 20-May-2017,,,,0.0,29.2,Status
166349,166349,0.500000,UT,00:00:00 21-May-2017,,,,0.0,29.6,Status
166349,166349,0.500000,UT,11:00:00 21-May-2017,,,,0.0,29.7,Status
166349,166349,0.500000,UT,18:00:00 21-May-2017,,,,0.0,29.1,Status
166349,166349,0.500000,UT,08:00:00 23-May-2017,,,,0.0,29.7,Status
166349,166349,0.500000,UT,04:00:00 24-May-2017,,,,0.0,30.1,Status
166349,166349,0.500000,UT,17:00:00 24-May-2017,,,,0.0,29.5,Status
166349,166349,0.500000,UT,20:00:00 25-May-2017,,,,0.0,29.4,Status
166349,166349,0.500000,UT,23:00:00 25-May-2017,,,,0.0,30.1,Status
166349,166349,0.500000,UT,00:00:00 26-May-2017,,,,0.0,31.1,Status
166349,166349,0.500000,UT,04:00:00 26-May-2017,,,,0.0,31.0,Status
166349,166349,0.500000,UT,05:00:00 27-May-2017,,,,0.0,30.0,Status
166349,166349,0.500000,UT,20:00:00 28-May-2017,,,,0.0,29.4,Status
166349,166349,0.500000,UT,05:00:00 31-May-2017,,,,0.0,31.0,Status
166349,166349,0.500000,UT,20:00:00 31-May-2017,,,,0.0,29.8,Status
166349,166349,0.500000,UT,12:00:00 01-Jun-2017,,,,0.0,30.1,Status
166349,166349,0.500000,UT,17:00:00 01-Jun-2017,,,,0.0,30.0,Status
166349,166349,0.500000,UT,19:00:00 01-Jun-2017,,,,0.0,29.9,Status
166349,166349,0.500000,UT,21:00:00 01-Jun-2017,,,,0.0,30.0,Status
166349,166349,0.500000,UT,08:00:00 02-Jun-2017,,,,0.0,30.1,Status
166349,166349,0.500000,UT,23:00:00 02-Jun-2017,,,,0.0,30.4,Status
166349,166349,0.500000,UT,22:00:00 03-Jun-2017,,,,0.0,30.3,Status
166349,166349,0.500000,UT,21:00:00 04-Jun-2017,,,,0.0,29.6,Status
166349,166349,0.500000,UT,22:00:00 04-Jun-2017,,,,0.0,29.8,Status
166349,166349,0.500000,UT,07:00:00 06-Jun-2017,,,,0.0,30.0,Status
166349,166349,0.500000,UT,09:00:00 06-Jun-2017,,,,0.0,30.1,Status
166349,166349,0.500000,UT,20:00:00 06-Jun-2017,,,,0.0,29.3,Status
