DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171260,171260,UT,Strong,09-Aug-2018,06:37:53,09-Aug-2018,06:38:01
171260,171260,UT,Strong,18-Nov-2018,22:15:41,18-Nov-2018,22:16:48
