DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166354,166354,UT,Strong,27-Oct-2016,05:38:24,27-Oct-2016,05:38:27
166354,166354,UT,Strong,12-Feb-2017,08:09:47,12-Feb-2017,08:10:19
