DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
131996,131996,,Mk10,,,15:25:48 06-Aug-2013,,A,37.9270,-171.6860,,0,0,,41,3.568,,,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,16:32:46 06-Aug-2013,16:32:48 06-Aug-2013,2,A,47.6770,-122.3390,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,16:33:48 06-Aug-2013,,A,47.6770,-122.3390,,1,0,,109,3.504,,,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,16:49:48 06-Aug-2013,,2,47.6780,-122.1380,,1,0,,125,3.504,,,23.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,16:50:46 06-Aug-2013,16:50:48 06-Aug-2013,2,2,47.6780,-122.1380,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,16:51:46 06-Aug-2013,16:51:48 06-Aug-2013,2,2,47.6780,-122.1380,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,16:53:48 06-Aug-2013,,2,47.6780,-122.1380,,1,0,,129,3.504,,,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,17:18:46 06-Aug-2013,17:18:48 06-Aug-2013,2,3,47.6770,-122.1360,CRC,1,0,,,,1.008,0.192,,0.0,0.0,0,,,,,,,,,,,,15,15,80,,,,,,,,,,,
131996,131996,,Mk10,,17:19:46 06-Aug-2013,17:19:48 06-Aug-2013,2,3,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,17:20:46 06-Aug-2013,17:20:48 06-Aug-2013,2,3,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,17:21:48 06-Aug-2013,,3,47.6770,-122.1360,,1,0,,157,3.504,,,23.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,17:22:46 06-Aug-2013,17:22:48 06-Aug-2013,2,3,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,17:23:46 06-Aug-2013,17:23:48 06-Aug-2013,2,3,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,17:25:48 06-Aug-2013,,3,47.6770,-122.1360,,1,0,,129,3.504,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,17:26:46 06-Aug-2013,17:26:48 06-Aug-2013,2,3,47.6770,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:12:46 06-Aug-2013,18:12:48 06-Aug-2013,2,1,47.6770,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,18:13:48 06-Aug-2013,,1,47.6770,-122.1340,,1,0,,209,3.504,,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:14:46 06-Aug-2013,18:14:48 06-Aug-2013,2,1,47.6770,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:15:46 06-Aug-2013,18:15:48 06-Aug-2013,2,1,47.6770,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:16:46 06-Aug-2013,18:16:48 06-Aug-2013,2,1,47.6770,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,18:17:48 06-Aug-2013,,1,47.6770,-122.1340,,1,0,,213,3.504,,,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:26:46 06-Aug-2013,18:26:48 06-Aug-2013,2,3,47.6770,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:27:46 06-Aug-2013,18:27:48 06-Aug-2013,2,3,47.6770,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:28:46 06-Aug-2013,18:28:48 06-Aug-2013,2,3,47.6770,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,18:29:48 06-Aug-2013,,3,47.6770,-122.1370,,1,0,,225,3.504,,,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:30:46 06-Aug-2013,18:30:48 06-Aug-2013,2,3,47.6770,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:31:46 06-Aug-2013,18:31:48 06-Aug-2013,2,3,47.6770,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,18:33:48 06-Aug-2013,,3,47.6770,-122.1370,,1,0,,229,3.504,,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,18:37:48 06-Aug-2013,,2,47.6780,-122.1320,,1,0,,233,3.504,,,23.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:38:46 06-Aug-2013,18:38:48 06-Aug-2013,2,2,47.6780,-122.1320,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:39:46 06-Aug-2013,18:39:48 06-Aug-2013,2,2,47.6780,-122.1320,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,18:40:46 06-Aug-2013,18:40:48 06-Aug-2013,2,2,47.6780,-122.1320,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,18:41:48 06-Aug-2013,,2,47.6780,-122.1320,,1,0,,237,3.504,,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131996,131996,,Mk10,,,21:56:30 20-May-2016,,,,,,0,0,,1472,3.440,,,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
