DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
131991,131991,Mk10,Strong,06-Aug-2013,02:51:40,06-Aug-2013,02:51:42
131991,131991,Mk10,Strong,26-Feb-2015,06:10:54,26-Feb-2015,06:11:52
