DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
138961,138961,Mk10,Strong,22-May-2014,00:36:14,22-May-2014,00:36:15
138961,138961,Mk10,Strong,03-Sep-2014,16:18:45,03-Sep-2014,16:18:52
