DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149130,149130,Mk10,Strong,03-May-2015,19:17:10,03-May-2015,19:17:10
149130,149130,Mk10,Strong,07-Nov-2016,10:03:26,07-Nov-2016,10:04:02
