DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
176773,176773,,Mk10,,,22:39:13 06-Aug-2018,,3,47.6744,-122.1418,CRC,1,0,,70,3.568,1.000,0.156,42.90,-1.0,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,,22:41:13 06-Aug-2018,,3,47.6744,-122.1418,CRC,1,0,,72,3.568,1.000,0.156,40.50,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,22:42:12 06-Aug-2018,22:42:13 06-Aug-2018,1,3,47.6744,-122.1418,CRC,1,0,,,,1.000,0.156,,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,,22:43:13 06-Aug-2018,,3,47.6744,-122.1418,CRC,1,0,,74,3.568,1.000,0.156,40.80,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,22:44:12 06-Aug-2018,22:44:13 06-Aug-2018,1,3,47.6744,-122.1418,CRC,1,0,,,,1.000,0.156,,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,,22:45:13 06-Aug-2018,,3,47.6744,-122.1418,CRC,1,0,,76,3.568,1.000,0.156,43.10,0.0,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,22:46:12 06-Aug-2018,22:46:13 06-Aug-2018,1,3,47.6744,-122.1418,CRC,1,0,,,,1.008,0.156,,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,,22:47:13 06-Aug-2018,,3,47.6744,-122.1418,CRC,1,0,,78,3.568,1.008,0.148,44.00,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,22:48:12 06-Aug-2018,22:48:13 06-Aug-2018,1,3,47.6744,-122.1418,CRC,1,0,,,,1.008,0.156,,0.0,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,,22:49:13 06-Aug-2018,,3,47.6744,-122.1418,CRC,1,0,,80,3.568,1.008,0.156,42.80,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
176773,176773,,Mk10,,22:50:12 06-Aug-2018,22:50:13 06-Aug-2018,1,3,47.6744,-122.1418,CRC,1,0,,,,1.000,0.156,,-0.5,0.0,0,,,,,,,,,,,255,32,32,80,,,,,,,,0,0,,
