DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
166331,166331,Mk10,Strong,07-Oct-2016,18:08:28,07-Oct-2016,18:08:29
166331,166331,Mk10,Strong,11-May-2018,07:44:00,11-May-2018,07:44:02
