DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
152569,152569,Mk10,Strong,25-Aug-2015,19:09:57,25-Aug-2015,19:10:06
152569,152569,Mk10,Strong,13-Jun-2016,00:38:26,13-Jun-2016,00:38:45
