DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
152571,152571,Mk10,Strong,25-Aug-2015,19:59:07,25-Aug-2015,19:59:08
152571,152571,Mk10,Strong,13-Nov-2015,07:13:45,13-Nov-2015,07:13:11
152571,152571,Mk10,Strong,08-Jan-2016,16:43:23,08-Jan-2016,16:42:51
