DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171221,171221,Mk10,Strong,09-May-2017,14:41:35,09-May-2017,14:41:36
171221,171221,Mk10,Strong,11-Feb-2018,16:50:46,11-Feb-2018,16:50:45
