,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
152579,13-Nov-2015,02:05:00,5,5.000000,35,97,0,4,,,,,,,,,,,,,,15,19,21086,,,,5,2173,,,,9,30550,,,,10,17162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,13-Nov-2015,14:16:48,1,5.000000,37,98,0,6,,,,,,,,,,,,,,15,22,25186,,,,26,24852,,,,29,1938,,,,31,10062,,,,25,837,,,,14,5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,13-Nov-2015,20:49:15,1,5.000000,38,,0,9,,,,,,,,,,,,,,15,11,16982,,,,7,11469,,,,8,10039,,,,1,6246,,,,27,29406,,,,16,26322,,,,3,25456,,,,19,18815,,,,22,32538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,14-Nov-2015,23:29:49,1,5.000000,42,103,0,7,,,,,,,,,,,,,,15,8,23507,,,,32,4679,,,,11,29313,,,,3,23918,,,,19,30164,,,,1,16656,,,,23,28105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,17-Nov-2015,01:55:45,1,5.000000,50,110,0,5,,,,,,,,,,,,,,15,19,6202,,,,28,11258,,,,9,20540,,,,7,17438,,,,17,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,19-Nov-2015,05:40:17,1,5.000000,58,120,0,4,,,,,,,,,,,,,,15,2,5188,,,,5,29666,,,,13,18138,,,,6,13945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,23-Nov-2015,02:38:39,1,6.000000,72,142,0,6,,,,,,,,,,,,,,15,17,11056,,,,6,31136,,,,19,15728,,,,7,1316,,,,2,28036,,,,28,24752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,23-Nov-2015,15:30:23,1,6.000000,74,145,0,5,,,,,,,,,,,,,,15,27,14378,,,,16,3060,,,,26,8250,,,,14,25014,,,,31,17858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,25-Nov-2015,00:44:30,1,6.000000,79,151,0,5,,,,,,,,,,,,,,15,23,9280,,,,19,21235,,,,9,19604,,,,17,5312,,,,28,25918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152579,25-Nov-2015,07:18:49,1,6.000000,80,153,0,5,,,,,,,,,,,,,,15,15,10836,,,,20,9418,,,,5,6587,,,,2,28504,,,,24,18884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
