Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
171234,07-Aug-2018,19:43:00,2,36001.000000,60,23,0,7,13.35269,144.77548,15:03:46.271953 11-Aug-2018,FastGPS,,,,,,,,,,,15,9,25704,,,,28,19628,,,,6,10214,,,,17,2293,,,,19,9418,,,,23,6092,,,,11,24637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,11-Aug-2018,05:03:42,1,36001.000000,73,25,0,7,13.36584,144.77760,09:33:19.816328 12-Aug-2018,FastGPS,13.35269,144.77548,54,,,13.6,3.3,,,,15,12,8975,,,,15,22686,,,,24,2104,,,,25,21040,,,,31,17754,,,,10,2724,,,,20,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,11-Aug-2018,23:33:14,1,36001.000000,76,25,0,7,13.36626,144.77675,15:38:52.258203 12-Aug-2018,FastGPS,13.36584,144.77760,54,,,6.7,4.8,,,,15,5,10665,,,,2,14035,,,,6,20612,,,,15,18860,,,,29,30591,,,,13,17555,,,,30,15608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,12-Aug-2018,05:38:48,1,36001.000000,77,25,0,7,13.35225,144.77563,10:17:44.270390 13-Aug-2018,FastGPS,13.36626,144.77675,54,,,8.8,3.3,,,,15,12,27794,,,,29,8163,,,,10,18776,,,,25,14910,,,,20,14925,,,,32,17046,,,,24,19261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,13-Aug-2018,00:17:40,1,36001.000000,80,25,0,7,13.35823,144.77567,22:48:42.756641 13-Aug-2018,FastGPS,13.35225,144.77563,54,,,13.3,3.3,,,,15,15,5136,,,,29,14374,,,,2,29411,,,,5,11814,,,,30,26474,,,,13,24252,,,,24,26648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,13-Aug-2018,12:48:37,1,36001.000000,82,25,0,7,13.35227,144.77562,07:34:39.218359 15-Aug-2018,FastGPS,13.35823,144.77567,54,1,,3.5,4.8,,,,15,18,6015,,,,8,19605,,,,27,28992,,,,11,7425,,,,22,19902,,,,4,28140,,,,31,3477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,14-Aug-2018,21:34:34,1,36001.000000,87,30,0,7,13.35270,144.77571,17:28:05.256484 17-Aug-2018,FastGPS,13.35227,144.77562,54,,,5.9,4.2,,,,15,7,28286,,,,17,30376,,,,6,9192,,,,19,16710,,,,2,21778,,,,30,27449,,,,13,17092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,15-Aug-2018,17:10:19,1,36001.000000,90,32,0,5,13.35270,144.77571,17:28:05.256484 17-Aug-2018,FastGPS,,,,,,,,,,,15,17,11668,,,,3,31332,,,,28,20790,,,,23,24729,,,,6,17108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,17-Aug-2018,07:28:00,2,36001.000000,96,35,0,7,13.35236,144.77534,18:59:04.244453 19-Aug-2018,FastGPS,13.35270,144.77571,54,1,,1.5,4.3,,,,15,26,894,,,,31,29560,,,,32,10672,,,,4,2801,,,,29,21538,,,,25,20972,,,,16,19208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,17-Aug-2018,19:33:00,1,36001.000000,98,36,0,7,13.35236,144.77534,18:59:04.244453 19-Aug-2018,FastGPS,,,,,,,,,,,15,17,15040,,,,7,16994,,,,23,29773,,,,9,16904,,,,19,26993,,,,1,7584,,,,11,24434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,19-Aug-2018,08:59:00,1,36001.000000,104,37,0,7,13.35677,144.77554,02:39:48.667890 21-Aug-2018,FastGPS,13.35236,144.77534,54,1,,9.5,3.2,,,,15,32,3278,,,,26,6619,,,,31,23095,,,,4,5368,,,,14,22782,,,,21,9107,,,,16,19473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
