DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
171234,171234,,Mk10,,,21:14:21 12-Aug-2018,,,,,CRC,0,0,,928,3.568,1.024,0.128,29.50,1.0,34.0,0,,,,,,,,,,,162,21,255,64,16,,,,,,,102,25,,
171234,171234,,Mk10,,,08:26:41 17-Aug-2018,,,,,CRC,0,0,,1312,3.568,1.024,0.180,28.80,0.5,26.0,0,,,,,,,,,,,166,22,255,80,16,,,,,,,128,34,,
171234,171234,,Mk10,,,18:58:15 19-Aug-2018,,,,,CRC,0,0,,1504,3.632,1.024,0.128,28.70,1.0,24.0,0,,,,,,,,,,,120,21,255,80,16,,,,,,,140,37,,
171234,171234,,Mk10,,,09:43:00 20-Aug-2018,,,,,CRC,0,0,,1568,3.568,1.008,0.148,28.60,0.5,24.0,0,,,,,,,,,,,100,21,255,80,16,,,,,,,144,38,,
171234,171234,,Mk10,,,18:43:45 25-Aug-2018,,,,,CRC,0,0,,2016,3.568,1.024,0.156,28.80,1.0,14.0,0,,,,,,,,,,,236,21,255,79,16,,,,,,,173,47,,
171234,171234,,Mk10,,,08:43:21 26-Aug-2018,,,,,CRC,0,0,,2080,3.568,1.024,0.168,29.10,0.5,14.0,0,,,,,,,,,,,81,21,255,79,16,,,,,,,177,49,,
171234,171234,,Mk10,,01:24:49 27-Aug-2018,11:24:50 27-Aug-2018,36001,,,,CRC,0,0,,,,1.024,0.132,,1.0,20.0,0,,,,,,,,,,,248,21,255,79,16,,,,,,,183,50,,
171234,171234,,Mk10,,,18:32:59 30-Aug-2018,,,,,CRC,0,0,,2464,3.632,1.024,0.156,28.90,1.0,24.0,0,,,,,,,,,,,167,21,255,78,16,,,,,,,196,51,,
171234,171234,,Mk10,,,09:25:35 31-Aug-2018,,,,,,0,0,,2528,3.632,1.024,0.132,29.30,80.0,24.0,0,,,,,,,,,,,,85,251,78,52715,,,,,,,,,,
171234,171234,,Mk10,,,07:56:42 03-Sep-2018,,,,,CRC,0,0,,2784,3.568,1.024,0.124,29.90,1.0,14.0,0,,,,,,,,,,,90,21,255,79,16,,,,,,,212,53,,
171234,171234,,Mk10,,23:08:40 03-Sep-2018,09:08:42 04-Sep-2018,36002,,,,CRC,0,0,,,,1.024,0.144,,0.5,24.0,0,,,,,,,,,,,152,21,255,79,16,,,,,,,217,54,,
171234,171234,,Mk10,,,19:07:02 06-Sep-2018,,B,13.3384,144.7879,CRC,0,0,,3104,3.632,1.024,0.140,29.30,1.0,40.0,0,,,,,,,,,,,209,21,255,79,16,,,,,,,229,57,,
171234,171234,,Mk10,,13:44:44 09-Sep-2018,23:44:45 09-Sep-2018,36001,B,13.3557,144.7863,CRC,0,0,,,,1.024,0.120,,0.5,42.0,0,,,,,,,,,,,210,20,255,78,16,,,,,,,243,59,,
171234,171234,,Mk10,,,22:56:11 13-Sep-2018,,B,13.3455,144.7679,CRC,0,0,,3744,3.568,1.024,0.160,28.50,1.0,40.0,0,,,,,,,,,,,111,20,255,78,16,,,,,,,269,70,,
171234,171234,,Mk10,,,18:39:41 24-Sep-2018,,B,13.3509,144.7827,,0,0,,4704,3.632,,,28.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171234,171234,,Mk10,,,00:39:54 27-Sep-2018,,B,13.3725,144.7967,,1,0,,10,3.824,0.568,0.636,-1.90,,-40.0,40,,,,,,,,,,,,0,0,8,,,,,,,,,,,
171234,171234,,Mk10,,,22:14:40 06-Oct-2018,,A,13.3548,144.7832,CRC,0,0,,5792,3.568,1.024,0.168,28.90,1.0,22.0,0,,,,,,,,,,,125,20,255,69,16,,,,,,,412,126,,
171234,171234,,Mk10,,20:12:34 10-Oct-2018,06:12:35 11-Oct-2018,36001,B,13.3477,144.7557,CRC,0,0,,,,1.024,0.132,,1.0,26.0,0,,,,,,,,,,,130,20,255,69,16,,,,,,,434,132,,
171234,171234,,Mk10,,,18:53:51 11-Oct-2018,,A,13.3591,144.7825,,0,0,,6240,3.568,1.024,0.140,29.00,5.5,286.0,0,,,,,,,,,,,100,1,159,69,60024,,,,,,,,,,
171234,171234,,Mk10,,13:20:40 16-Oct-2018,23:20:41 16-Oct-2018,36001,A,13.3549,144.7875,CRC,0,0,,,,1.024,0.132,,0.5,24.0,0,,,,,,,,,,,134,20,255,74,16,,,,,,,467,144,,
