DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
176771,176771,Mk10,Strong,06-Aug-2018,22:42:16,06-Aug-2018,22:42:17
176771,176771,Mk10,Strong,28-Aug-2019,23:11:43,28-Aug-2019,23:11:46
