DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
178579,178579,,Mk10,,08:37:00 02-Jul-2023,08:41:12 02-Jul-2023,252,2,13.6030,144.9202,CRC,0,0,,,,1.008,0.160,,2.5,36.0,0,,,,,,,,,,,241,19,255,80,16,,,,,,,46,5,0,,,,,,,,,,
178579,178579,,Mk10,,,19:14:42 02-Jul-2023,,3,13.6019,144.9199,CRC,0,0,,1042,3.568,1.008,0.172,29.20,3.0,36.0,0,,,,,,,,,,,220,19,255,80,16,,,,,,,48,6,0,,,,,,,,,,
178579,178579,,Mk10,,,09:29:02 04-Jul-2023,,1,13.6145,144.9151,CRC,0,0,,1426,3.568,1.008,0.172,29.40,3.0,40.0,0,,,,,,,,,,,97,19,255,80,16,,,,,,,59,11,0,,,,,,,,,,
178579,178579,,Mk10,,,09:36:06 05-Jul-2023,,0,13.6001,144.9161,CRC,0,0,,1682,3.568,1.008,0.172,29.40,3.0,28.0,0,,,,,,,,,,,110,19,255,80,16,,,,,,,64,12,0,,,,,,,,,,
178579,178579,,Mk10,,13:14:45 05-Jul-2023,13:18:57 05-Jul-2023,252,A,13.6055,144.9248,CRC,0,0,,,,1.000,0.184,,3.0,28.0,0,,,,,,,,,,,150,19,255,80,16,,,,,,,65,12,0,,,,,,,,,,
178579,178579,,Mk10,,,22:49:22 05-Jul-2023,,1,13.6105,144.9008,CRC,0,0,,1810,3.568,1.008,0.156,29.30,3.0,28.0,0,,,,,,,,,,,178,19,255,80,16,,,,,,,66,12,0,,,,,,,,,,
178579,178579,,Mk10,,09:01:53 06-Jul-2023,09:06:05 06-Jul-2023,252,2,13.6003,144.9179,CRC,0,0,,,,1.008,0.172,,3.0,34.0,0,,,,,,,,,,,165,19,255,80,16,,,,,,,71,15,0,,,,,,,,,,
178579,178579,,Mk10,,11:04:03 07-Jul-2023,11:08:15 07-Jul-2023,252,0,13.6104,144.9381,CRC,0,0,,,,1.008,0.188,,2.5,26.0,0,,,,,,,,,,,101,19,255,80,16,,,,,,,77,17,0,,,,,,,,,,
178579,178579,,Mk10,,22:57:51 09-Jul-2023,23:02:04 09-Jul-2023,253,0,13.5994,144.9167,CRC,0,0,,,,1.008,0.168,,3.0,34.0,0,,,,,,,,,,,172,19,255,71,16,,,,,,,91,22,0,,,,,,,,,,
178579,178579,,Mk10,,09:40:31 11-Jul-2023,09:44:44 11-Jul-2023,253,3,13.6039,144.9203,CRC,0,0,,,,1.008,0.160,,2.5,26.0,0,,,,,,,,,,,128,19,255,72,16,,,,,,,98,23,0,,,,,,,,,,
178579,178579,,Mk10,,,06:46:48 12-Jul-2023,,0,13.5926,144.9270,,0,0,,3538,3.568,1.000,0.172,29.40,46.5,-32.0,0,,,,,,,,,,,,1,198,72,57939,,,,,,,,,0,,,,,,,,,,
178579,178579,,Mk10,,08:40:00 12-Jul-2023,08:44:13 12-Jul-2023,253,3,13.6022,144.9238,CRC,0,0,,,,1.008,0.156,,3.0,32.0,0,,,,,,,,,,,75,18,255,72,16,,,,,,,141,41,0,,,,,,,,,,
178579,178579,,Mk10,,09:50:33 12-Jul-2023,09:54:46 12-Jul-2023,253,3,13.6013,144.9230,CRC,0,0,,,,1.008,0.172,,2.5,32.0,0,,,,,,,,,,,191,18,255,72,16,,,,,,,141,41,0,,,,,,,,,,
178579,178579,,Mk10,,,14:24:33 12-Jul-2023,,3,13.6004,144.9201,CRC,0,0,,3858,3.568,1.008,0.140,26.60,3.0,32.0,0,,,,,,,,,,,255,18,255,72,16,,,,,,,142,41,0,,,,,,,,,,
