DeployID,Ptt,Instr,Id,StartMin,StartMax,EndMin,EndMax,MinDurationMinutes,MaxDurationMinutes,LocationQuality,Latitude,Longitude
178579,178579,Mk10,1,09:42:00 11-Jul-2023,09:42:00 11-Jul-2023,10:06:00 11-Jul-2023,10:06:00 11-Jul-2023,24,24,,,
178579,178579,Mk10,2,14:08:00 12-Jul-2023,14:11:00 12-Jul-2023,17:37:00 12-Jul-2023,17:37:00 12-Jul-2023,206,209,,,
178579,178579,Mk10,3,11:06:00 23-Jul-2023,11:06:00 23-Jul-2023,11:50:00 23-Jul-2023,11:50:00 23-Jul-2023,44,44,,,
178579,178579,Mk10,4,16:42:00 23-Jul-2023,16:43:00 23-Jul-2023,18:18:00 23-Jul-2023,18:18:00 23-Jul-2023,95,96,,,
178579,178579,Mk10,5,10:26:00 24-Jul-2023,10:26:00 24-Jul-2023,13:41:00 24-Jul-2023,13:41:00 24-Jul-2023,195,195,,,
178579,178579,Mk10,6,09:51:00 04-Aug-2023,09:51:00 04-Aug-2023,12:40:00 04-Aug-2023,12:40:00 04-Aug-2023,169,169,,,
178579,178579,Mk10,7,09:26:00 15-Aug-2023,09:29:00 15-Aug-2023,12:43:00 15-Aug-2023,12:43:00 15-Aug-2023,194,197,,,
178579,178579,Mk10,8,13:07:00 26-Aug-2023,13:10:00 26-Aug-2023,15:40:00 26-Aug-2023,15:40:00 26-Aug-2023,150,153,,,
178579,178579,Mk10,9,09:01:00 02-Sep-2023,09:01:00 02-Sep-2023,09:23:00 02-Sep-2023,09:23:00 02-Sep-2023,22,22,,,
178579,178579,Mk10,10,05:48:00 04-Sep-2023,05:48:00 04-Sep-2023,06:15:00 04-Sep-2023,06:15:00 04-Sep-2023,27,27,,,
178579,178579,Mk10,11,01:48:00 19-Sep-2023,01:48:00 19-Sep-2023,02:23:00 19-Sep-2023,02:23:00 19-Sep-2023,35,35,,,
178579,178579,Mk10,12,06:23:00 19-Sep-2023,06:23:00 19-Sep-2023,07:01:00 19-Sep-2023,07:01:00 19-Sep-2023,38,38,,,
