Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
178579,30-Jun-2023,16:17:00,4,252.000000,35,0,0,4,,,,,,,,,,,,,,,15,32,19363,,,,29,24642,,,,16,9778,,,,28,32473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,30-Jun-2023,23:03:00,1,252.000000,36,1,0,8,,,,,,,,,,,,,,,15,2,9884,,,,21,18918,,,,16,14904,,,,1,27908,,,,8,8714,,,,3,22792,,,,7,4645,,,,27,9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,01-Jul-2023,19:23:20,1,252.000000,39,5,0,8,,,,,,,,,,,,,,,15,31,29926,,,,28,21315,,,,27,27574,,,,8,9327,,,,4,27346,,,,21,30674,,,,18,17435,,,,26,19552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,02-Jul-2023,01:39:12,3,252.000000,40,5,0,8,,,,,,,,,,,,,,,15,17,13068,,,,4,25942,,,,14,29281,,,,3,16004,,,,8,7863,,,,9,1868,,,,1,8748,,,,6,16258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,02-Jul-2023,08:02:24,2,252.000000,41,5,0,7,,,,,,,,,,,,,,,15,11,26725,,,,15,21928,,,,20,763,,,,6,282,,,,24,19588,,,,30,21260,,,,29,20352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,02-Jul-2023,14:27:00,2,252.000000,42,6,0,8,,,,,,,,,,,,,,,15,32,26858,,,,25,17695,,,,10,31120,,,,29,27243,,,,28,26123,,,,12,8114,,,,23,13778,,,,22,32046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,02-Jul-2023,20:46:10,3,252.000000,43,7,0,8,,,,,,,,,,,,,,,15,31,29199,,,,21,10019,,,,4,20112,,,,26,22441,,,,8,20583,,,,2,25669,,,,16,17892,,,,27,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,03-Jul-2023,03:06:04,1,252.000000,44,7,0,8,,,,,,,,,,,,,,,15,19,3982,,,,9,23640,,,,4,8198,,,,7,28299,,,,17,9212,,,,14,21526,,,,20,13679,,,,3,14302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,03-Jul-2023,16:14:56,1,252.000000,46,10,0,8,,,,,,,,,,,,,,,15,32,27866,,,,29,13276,,,,22,29385,,,,26,25401,,,,10,10405,,,,31,5248,,,,25,14065,,,,16,10785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,03-Jul-2023,22:25:00,1,252.000000,47,11,0,8,,,,,,,,,,,,,,,15,8,29821,,,,21,1862,,,,1,6292,,,,7,31762,,,,16,27288,,,,2,3117,,,,3,31617,,,,27,23362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,04-Jul-2023,10:54:00,1,252.000000,49,11,0,7,,,,,,,,,,,,,,,15,24,12080,,,,18,4209,,,,15,4968,,,,5,21269,,,,23,28101,,,,12,18421,,,,13,27754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,04-Jul-2023,17:04:08,1,252.000000,50,11,0,4,,,,,,,,,,,,,,,15,32,12912,,,,22,14470,,,,29,10026,,,,16,32373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,04-Jul-2023,23:07:35,1,252.000000,51,11,0,8,,,,,,,,,,,,,,,15,7,5977,,,,21,27100,,,,8,9336,,,,1,16622,,,,3,6573,,,,16,19389,,,,2,1702,,,,30,10867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,05-Jul-2023,12:17:40,2,252.000000,53,12,0,7,,,,,,,,,,,,,,,15,12,20438,,,,25,9842,,,,23,9731,,,,24,17515,,,,18,7171,,,,15,25802,,,,10,6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,05-Jul-2023,18:46:54,1,252.000000,54,12,0,5,,,,,,,,,,,,,,,15,18,7188,,,,28,14218,,,,27,5578,,,,16,23184,,,,8,8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,06-Jul-2023,01:08:48,1,252.000000,55,12,0,7,,,,,,,,,,,,,,,15,4,10691,,,,8,22338,,,,3,31971,,,,17,15495,,,,6,15162,,,,1,18934,,,,2,30460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,06-Jul-2023,07:48:00,2,252.000000,56,15,0,7,,,,,,,,,,,,,,,15,11,31781,,,,5,24243,,,,13,31316,,,,20,10918,,,,24,4568,,,,6,1009,,,,30,20759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,07-Jul-2023,02:47:00,2,252.000000,59,16,0,6,,,,,,,,,,,,,,,15,9,31289,,,,17,13081,,,,14,7062,,,,19,5779,,,,4,21810,,,,3,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,07-Jul-2023,15:18:00,2,252.000000,61,18,0,7,,,,,,,,,,,,,,,15,32,28133,,,,29,1400,,,,22,9537,,,,26,14289,,,,28,10256,,,,16,28031,,,,31,6504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,07-Jul-2023,21:25:00,2,253.000000,62,19,0,8,,,,,,,,,,,,,,,15,2,27339,,,,21,674,,,,1,26350,,,,7,27965,,,,27,13082,,,,10,14236,,,,8,7774,,,,16,19764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,08-Jul-2023,03:58:10,3,253.000000,63,19,0,4,,,,,,,,,,,,,,,15,7,6716,,,,19,25660,,,,9,9823,,,,17,31371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,08-Jul-2023,10:56:05,1,253.000000,64,20,0,5,,,,,,,,,,,,,,,15,18,260,,,,24,18818,,,,15,10097,,,,5,2926,,,,23,5397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,09-Jul-2023,12:35:00,2,253.000000,68,22,0,8,,,,,,,,,,,,,,,15,10,17860,,,,15,5038,,,,25,7783,,,,12,10618,,,,18,1891,,,,29,17450,,,,28,12777,,,,23,21392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,10-Jul-2023,07:32:59,1,253.000000,71,22,0,8,,,,,,,,,,,,,,,15,13,22951,,,,5,19676,,,,20,5475,,,,11,22576,,,,24,4275,,,,6,22178,,,,30,7619,,,,15,25060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,03:00:39,2,253.000000,74,22,0,5,,,,,,,,,,,,,,,15,14,604,,,,9,29159,,,,4,19269,,,,17,17073,,,,19,14898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,09:07:06,2,253.000000,75,23,0,6,,,,,,,,,,,,,,,15,24,7090,,,,20,24722,,,,13,15272,,,,5,15116,,,,15,15948,,,,11,22246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:01:00,2,253.000000,76,23,1,7,,,,,,,,,,,,,,,15,18,6786,,,,5,24375,,,,24,16925,,,,20,28241,,,,15,14728,,,,12,15094,,,,13,9538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:02:00,2,253.000000,77,23,1,7,,,,,,,,,,,,,,,15,12,7116,,,,5,10978,,,,15,3357,,,,18,28861,,,,24,4710,,,,23,32157,,,,20,13082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:12:46,1,253.000000,78,26,0,7,,,,,,,,,,,,,,,15,15,5384,,,,24,28397,,,,12,12306,,,,5,21715,,,,18,3293,,,,25,19520,,,,13,13827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:38:32,1,253.000000,85,29,0,7,,,,,,,,,,,,,,,15,15,29262,,,,12,16819,,,,18,22494,,,,24,14015,,,,23,4587,,,,5,6145,,,,13,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:41:00,1,253.000000,87,29,0,4,,,,,,,,,,,,,,,15,15,4115,,,,12,31283,,,,24,17317,,,,5,5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:44:00,1,253.000000,88,31,0,7,,,,,,,,,,,,,,,15,12,12966,,,,18,19,,,,15,10386,,,,5,2499,,,,24,18292,,,,23,6236,,,,25,28617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:53:10,1,253.000000,89,36,0,7,,,,,,,,,,,,,,,15,15,4902,,,,24,28800,,,,12,31112,,,,18,19598,,,,25,30649,,,,13,23548,,,,5,31784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:54:57,3,253.000000,90,36,0,7,,,,,,,,,,,,,,,15,12,871,,,,15,3026,,,,24,23590,,,,25,3902,,,,18,16022,,,,5,23742,,,,23,6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,10:57:01,1,253.000000,92,36,0,7,,,,,,,,,,,,,,,15,12,30009,,,,5,8082,,,,18,5472,,,,15,27244,,,,25,4415,,,,23,5043,,,,24,11224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,11:01:40,1,253.000000,95,36,0,7,,,,,,,,,,,,,,,15,12,4807,,,,15,24076,,,,24,32079,,,,25,21596,,,,5,21335,,,,23,18218,,,,18,30202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,11:02:00,1,253.000000,96,36,0,6,,,,,,,,,,,,,,,15,15,5733,,,,24,13106,,,,5,1807,,,,12,19946,,,,13,14522,,,,23,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178579,11-Jul-2023,17:27:07,1,253.000000,98,37,0,7,,,,,,,,,,,,,,,15,31,21906,,,,16,30658,,,,32,30146,,,,22,27814,,,,26,24525,,,,28,18425,,,,29,21749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
