DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
149129,149129,,Mk10,00:00:00 03-May-2015,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 04-May-2015,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 14-May-2015,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 26-May-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 28-May-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 07-Jun-2016,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 14-Jun-2016,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 23-Jun-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 25-Jun-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 02-Jul-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 15-Jul-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 17-Jul-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 24-Jul-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 28-Jul-2016,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 02-Aug-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 06-Aug-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 14-Aug-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 15-Aug-2016,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 21-Aug-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 26-Aug-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 27-Aug-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 31-Aug-2016,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 03-Sep-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 06-Sep-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 09-Sep-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 14-Sep-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 08-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 12-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 14-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 26-Oct-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 08-Nov-2016,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 09-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 13-Nov-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 21-Dec-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 22-Dec-2016,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 12-Jan-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 27-Jan-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 01-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 10-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 14-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 15-Feb-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 18-Feb-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 20-Feb-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 25-Feb-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 27-Feb-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 13-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 20-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 01-Jun-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 24-Jun-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 29-Jun-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 02-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 03-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 11-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 12-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 22-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 26-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 30-Jul-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 23-Aug-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 30-Sep-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 13-Oct-2017,,,,0.000000,0.000000,Status,,,
149129,149129,,Mk10,00:00:00 14-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
149129,149129,,Mk10,00:00:00 16-Oct-2017,,,,0.000000,0.000000,Fast-GPS,,,
