,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
149129,14-May-2015,05:29:00,9,1.000000,68,13,0,7,,,,,,,,,,,,,,15,25,16799,,,,29,15822,,,,18,16514,,,,12,12919,,,,21,24938,,,,31,25708,,,,8,18002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,14-May-2015,11:29:00,4,1.000000,69,,1,9,,,,,,,,,,,,,,15,27,14378,,,,19,17941,,,,14,3690,,,,31,28971,,,,16,12006,,,,32,30179,,,,4,7188,,,,3,10990,,,,11,10629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,26-May-2016,14:03:40,1,17.000000,119,94,0,5,,,,,,,,,,,,,,15,23,6216,,,,19,16504,,,,6,31919,,,,5,5619,,,,17,25224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,28-May-2016,18:48:48,1,17.000000,125,104,0,4,,,,,,,,,,,,,,15,5,8592,,,,24,11003,,,,2,30418,,,,29,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,23-Jun-2016,11:09:36,1,18.000000,199,247,0,6,,,,,,,,,,,,,,15,19,25364,,,,17,31762,,,,9,24826,,,,23,18541,,,,6,32437,,,,28,2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,25-Jun-2016,23:51:52,1,18.000000,206,262,0,6,,,,,,,,,,,,,,15,29,26842,,,,32,24565,,,,31,20170,,,,4,23300,,,,25,14800,,,,26,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,02-Jul-2016,10:08:09,1,18.000000,224,286,0,7,,,,,,,,,,,,,,15,23,1842,,,,9,23465,,,,28,2786,,,,17,24707,,,,3,17542,,,,30,2366,,,,19,23752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,15-Jul-2016,01:14:02,1,18.000000,261,353,0,4,,,,,,,,,,,,,,15,27,17011,,,,8,13646,,,,10,8639,,,,23,23552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,17-Jul-2016,09:29:16,1,18.000000,267,375,0,4,,,,,,,,,,,,,,15,28,3215,,,,9,16838,,,,23,16161,,,,17,23240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,24-Jul-2016,16:16:09,1,18.000000,288,394,0,5,,,,,,,,,,,,,,15,5,27775,,,,12,11372,,,,13,28851,,,,21,13896,,,,15,8254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,02-Aug-2016,17:03:39,1,18.000000,312,416,0,7,,,,,,,,,,,,,,15,24,13364,,,,18,26884,,,,15,5076,,,,12,24346,,,,21,27090,,,,10,32692,,,,25,10320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,06-Aug-2016,16:29:08,1,18.000000,324,443,0,5,,,,,,,,,,,,,,15,18,5763,,,,20,22900,,,,21,5387,,,,25,6356,,,,12,5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149129,14-Aug-2016,01:32:00,1,18.000000,344,470,0,5,,,,,,,,,,,,,,15,11,3128,,,,1,12718,,,,10,29089,,,,26,12488,,,,16,9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
