DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
149122,149122,Mk10,DS,1,0,0,,,18:25:32 03-May-2015,A,B,47.6790,-122.1410,,,,,401677427,-131
149122,149122,Mk10,DS,4,0,0,60,60,19:18:02 03-May-2015,B,1,47.6800,-122.1410,,,,,401677427,-126
149122,149122,Mk10,DS,4,0,3,60,60,19:35:32 03-May-2015,P,1,47.6810,-122.1390,,,,,401677426,-132
149122,149122,Mk10,DS,7,0,0,70,60,20:05:24 03-May-2015,A,3,47.6790,-122.1340,,,,,401677427,-119
149122,149122,Mk10,DS,7,0,0,60,60,21:18:32 03-May-2015,P,3,47.6770,-122.1370,,,,,401677423,-119
149122,149122,Mk10,DS,5,0,0,60,60,22:24:32 03-May-2015,N,2,47.6800,-122.1370,,,,,401677418,-132
149122,149122,Mk10,DS,2,0,0,60,60,22:49:02 03-May-2015,K,B,47.6800,-122.1320,,,,,401677417,-135
149122,149122,Mk10,DS,7,0,0,70,60,22:57:32 03-May-2015,P,3,47.6780,-122.1360,,,,,401677416,-129
149122,149122,Mk10,DS,7,0,1,110,60,00:03:32 04-May-2015,N,3,47.6770,-122.1370,,,,,401677414,-120
149122,149122,Mk10,DS,6,0,0,79,44,19:51:48 14-May-2015,A,0,21.3610,-158.0080,,,,,401677394,-118
149122,149122,Mk10,DS,5,2,2,,,20:42:12 14-May-2015,B,0,23.8220,-169.5830,,,,,401677271,-125
149122,149122,Mk10,DS,3,2,0,,,21:28:57 14-May-2015,A,A,21.3700,-158.0180,,,,,401677204,-129
149122,149122,Mk10,DS,6,3,0,,,00:04:12 15-May-2015,P,1,21.3620,-157.9220,,,,,401677189,-126
149122,149122,Mk10,DS,2,0,0,90,90,01:46:57 15-May-2015,P,B,21.3670,-157.8910,,,,,401677235,-131
149122,149122,Mk10,DS,3,0,0,90,90,02:29:42 15-May-2015,K,A,21.3620,-157.9590,,,,,401677162,-128
149122,149122,Mk10,DS,7,3,0,,,02:49:12 15-May-2015,N,0,21.3600,-157.9960,,,,,401677189,-127
149122,149122,Mk10,DS,2,0,0,90,90,04:09:27 15-May-2015,K,B,21.3960,-158.0700,,,,,401677353,-133
149122,149122,Mk10,DS,3,0,1,135,90,05:15:12 15-May-2015,R,A,21.3670,-157.9600,,,,,401677416,-132
149122,149122,Mk10,DS,3,0,1,135,90,06:53:42 15-May-2015,A,A,21.3530,-157.9990,,,,,401677423,-129
