DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
149122,149122,Mk10,Strong,03-May-2015,18:25:32,03-May-2015,18:25:33
149122,149122,Mk10,Strong,08-Jul-2015,07:01:28,08-Jul-2015,07:01:34
