DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
149122,149122,Mk10,03:42:02 23-May-2015,Argos,B,17.5580,164.1270,,,,,,,,,,
149122,149122,Mk10,05:21:45 23-May-2015,Argos,B,13.2300,144.6580,,,,,,,,,,
149122,149122,Mk10,07:34:09 23-May-2015,Argos,B,13.2310,144.6570,,,,,,,,,,
149122,149122,Mk10,07:47:48 23-May-2015,Argos,B,13.3980,144.6080,,,,,,,,,,
149122,149122,Mk10,08:01:28 23-May-2015,Argos,B,13.2660,144.6670,,,,,,,,,,
149122,149122,Mk10,09:23:50 23-May-2015,Argos,B,13.3310,144.6990,,,,,,,,,,
149122,149122,Mk10,10:24:45.056562 23-May-2015,FastGPS,9,13.4601,144.6609,,,,,,,,,,
149122,149122,Mk10,10:52:02 23-May-2015,Argos,B,13.3860,144.7430,,,,,,,,,,
149122,149122,Mk10,12:36:19 23-May-2015,Argos,A,13.4620,144.6640,,,,,,,,,,
149122,149122,Mk10,16:13:31 23-May-2015,Argos,B,13.5690,144.6630,,,,,,,,,,
149122,149122,Mk10,18:01:35 23-May-2015,Argos,B,13.5670,144.6530,,,,,,,,,,
149122,149122,Mk10,18:56:39 23-May-2015,Argos,B,13.5370,144.6520,,,,,,,,,,
149122,149122,Mk10,20:31:25 23-May-2015,Argos,B,13.4630,144.6590,,,,,,,,,,
149122,149122,Mk10,03:25:54 24-May-2015,Argos,B,13.4090,144.6560,,,,,,,,,,
149122,149122,Mk10,05:08:54 24-May-2015,Argos,B,13.4200,144.6470,,,,,,,,,,
149122,149122,Mk10,05:58:13.380000 24-May-2015,FastGPS,4,13.4598,144.6617,,,,,,,,,,
149122,149122,Mk10,06:12:10 24-May-2015,Argos,A,13.4580,144.6630,,,,,,,,,,
149122,149122,Mk10,07:14:13 24-May-2015,Argos,B,13.4610,144.6650,,,,,,,,,,
149122,149122,Mk10,08:48:53 24-May-2015,Argos,B,13.4560,144.6840,,,,,,,,,,
149122,149122,Mk10,08:48:53 24-May-2015,Argos,B,13.4520,144.6820,,,,,,,,,,
149122,149122,Mk10,11:26:13 24-May-2015,Argos,B,13.4470,144.6930,,,,,,,,,,
149122,149122,Mk10,11:58:50.174687 24-May-2015,FastGPS,9,13.4463,144.6583,,,,,,,,,,
149122,149122,Mk10,12:15:23 24-May-2015,Argos,B,13.4490,144.6910,,,,,,,,,,
149122,149122,Mk10,16:08:29 24-May-2015,Argos,B,13.4500,144.6690,,,,,,,,,,
149122,149122,Mk10,17:44:30 24-May-2015,Argos,B,13.4500,144.6710,,,,,,,,,,
149122,149122,Mk10,19:54:08 24-May-2015,Argos,B,13.4500,144.6720,,,,,,,,,,
149122,149122,Mk10,20:27:14 24-May-2015,Argos,B,13.4470,144.6680,,,,,,,,,,
149122,149122,Mk10,21:38:31 24-May-2015,Argos,B,13.4420,144.6660,,,,,,,,,,
149122,149122,Mk10,23:59:42 24-May-2015,Argos,B,13.4430,144.6640,,,,,,,,,,
149122,149122,Mk10,00:43:24 25-May-2015,Argos,B,13.4370,144.6550,,,,,,,,,,
149122,149122,Mk10,08:21:58 25-May-2015,Argos,B,13.4470,144.6470,,,,,,,,,,
149122,149122,Mk10,08:21:58 25-May-2015,Argos,B,13.4480,144.6290,,,,,,,,,,
149122,149122,Mk10,10:04:55 25-May-2015,Argos,B,13.4440,144.6400,,,,,,,,,,
149122,149122,Mk10,16:02:33 25-May-2015,Argos,B,13.4400,144.6270,,,,,,,,,,
149122,149122,Mk10,19:12:54 25-May-2015,Argos,B,13.4410,144.6170,,,,,,,,,,
149122,149122,Mk10,00:28:59 26-May-2015,Argos,B,13.4380,144.6280,,,,,,,,,,
149122,149122,Mk10,03:52:59.325624 26-May-2015,FastGPS,5,13.4444,144.6483,,,,,,,,,,
