DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
234080,234080,Mk10,Strong,16-Aug-2023,07:56:29,15-Aug-2023,21:56:30
234080,234080,Mk10,Strong,26-Dec-2023,22:00:38,26-Dec-2023,12:00:58
