DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature,MaxDepth,LLRangeToday,DeployStart,FirstPostReleaseTX,upright,SWBuild
234080,234080,,Mk10,,,12:11:22 03-Sep-2023,,0,14.4836,135.8636,CRC,0,0,,9506,3.440,1.224,0.128,29.30,,-40.0,0,,,,,,,,,,,229,16,255,82,16,,,,,,,378,81,0,,,,,,,,,,
234080,234080,,Mk10,,06:02:35 04-Sep-2023,20:02:40 03-Sep-2023,-35994,A,14.5176,135.6666,CRC,0,0,,,,1.224,0.140,,,-40.0,0,,,,,,,,,,,251,17,255,82,16,,,,,,,381,81,0,,,,,,,,,,
234080,234080,,Mk10,,21:37:14 04-Sep-2023,11:37:19 04-Sep-2023,-35994,3,14.6064,135.2775,CRC,0,0,,,,1.224,0.144,,,-40.0,0,,,,,,,,,,,253,17,255,82,16,,,,,,,390,82,0,,,,,,,,,,
234080,234080,,Mk10,,17:25:51 05-Sep-2023,07:25:56 05-Sep-2023,-35994,3,14.7286,134.6906,CRC,0,0,,,,1.232,0.188,,,-40.0,0,,,,,,,,,,,255,17,255,82,16,,,,,,,403,85,0,,,,,,,,,,
234080,234080,,Mk10,,,09:34:29 05-Sep-2023,,3,14.7375,134.6794,CRC,0,0,,10850,3.312,1.224,0.152,29.90,,-40.0,0,,,,,,,,,,,167,17,255,82,16,,,,,,,405,85,0,,,,,,,,,,
234080,234080,,Mk10,,19:48:56 05-Sep-2023,09:49:01 05-Sep-2023,-35994,3,14.7378,134.6743,CRC,0,0,,,,1.224,0.128,,,-40.0,0,,,,,,,,,,,255,17,255,82,16,,,,,,,405,85,0,,,,,,,,,,
234080,234080,,Mk10,,05:45:56 06-Sep-2023,19:46:01 05-Sep-2023,-35994,3,14.7808,134.4104,CRC,0,0,,,,1.224,0.136,,,-40.0,0,,,,,,,,,,,255,15,255,82,16,,,,,,,410,85,0,,,,,,,,,,
234080,234080,,Mk10,,,19:57:46 05-Sep-2023,,3,14.7805,134.4164,CRC,1,0,,11106,3.376,1.224,0.144,28.20,,-40.0,0,,,,,,,,,,,255,15,255,82,16,,,,,,,412,85,0,,,,,,,,,,
234080,234080,,Mk10,,,08:26:45 06-Sep-2023,,A,14.7807,134.0055,CRC,0,0,,11362,3.440,1.224,0.144,30.90,,-40.0,0,,,,,,,,,,,252,15,255,82,16,,,,,,,422,85,0,,,,,,,,,,
234080,234080,,Mk10,,00:38:03 07-Sep-2023,14:38:09 06-Sep-2023,-35993,3,14.8454,133.7881,CRC,0,0,,,,1.224,0.248,,,-40.0,0,,,,,,,,,,,186,16,255,82,16,,,,,,,425,85,0,,,,,,,,,,
234080,234080,,Mk10,,,20:09:31 06-Sep-2023,,3,14.8547,133.6097,CRC,0,0,,11682,3.248,1.224,0.284,29.70,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,431,86,0,,,,,,,,,,
234080,234080,,Mk10,,06:49:15 07-Sep-2023,20:49:20 06-Sep-2023,-35994,A,14.8574,133.5840,CRC,0,0,,,,1.224,0.148,,,-40.0,0,,,,,,,,,,,162,16,255,82,16,,,,,,,434,86,0,,,,,,,,,,
234080,234080,,Mk10,,11:04:29 07-Sep-2023,01:04:35 07-Sep-2023,-35993,B,14.8484,133.4120,CRC,0,0,,,,1.224,0.152,,,-40.0,0,,,,,,,,,,,201,16,255,82,16,,,,,,,436,86,0,,,,,,,,,,
234080,234080,,Mk10,,05:37:33 08-Sep-2023,19:37:38 07-Sep-2023,-35994,0,14.8940,132.7695,CRC,0,0,,,,1.216,0.168,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,447,89,0,,,,,,,,,,
234080,234080,,Mk10,,10:53:00 08-Sep-2023,00:53:05 08-Sep-2023,-35994,A,14.8739,132.6199,CRC,0,0,,,,1.224,0.184,,,-40.0,0,,,,,,,,,,,250,16,255,82,16,,,,,,,452,92,0,,,,,,,,,,
234080,234080,,Mk10,,21:17:16 08-Sep-2023,11:17:22 08-Sep-2023,-35993,A,14.8027,132.1872,CRC,0,0,,,,1.232,0.136,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,458,93,0,,,,,,,,,,
234080,234080,,Mk10,,,04:46:19 09-Sep-2023,,B,14.7861,131.5935,CRC,0,0,,12706,3.440,1.224,0.184,30.10,,-40.0,0,,,,,,,,,,,230,16,255,82,16,,,,,,,472,97,0,,,,,,,,,,
234080,234080,,Mk10,,19:45:26 09-Sep-2023,09:45:32 09-Sep-2023,-35993,3,14.7467,131.4481,CRC,0,0,,,,1.224,0.228,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,478,100,0,,,,,,,,,,
234080,234080,,Mk10,,,14:59:05 10-Sep-2023,,B,14.6689,130.7455,CRC,0,0,,13346,3.440,1.224,0.176,29.90,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,510,110,0,,,,,,,,,,
234080,234080,,Mk10,,20:45:02 11-Sep-2023,10:45:08 11-Sep-2023,-35993,1,14.6156,130.1517,CRC,0,0,,,,1.224,0.156,,,-40.0,0,,,,,,,,,,,104,16,255,82,16,,,,,,,522,113,0,,,,,,,,,,
234080,234080,,Mk10,,00:21:13 12-Sep-2023,14:21:19 11-Sep-2023,-35993,3,14.5991,130.0576,CRC,0,0,,,,1.232,0.148,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,525,114,0,,,,,,,,,,
234080,234080,,Mk10,,,08:44:32 12-Sep-2023,,3,14.4866,129.6055,CRC,0,0,,14114,3.376,1.224,0.144,30.00,,-40.0,0,,,,,,,,,,,230,16,255,82,16,,,,,,,543,119,0,,,,,,,,,,
234080,234080,,Mk10,,,09:18:16 12-Sep-2023,,3,14.4880,129.6079,CRC,0,0,,14242,3.312,1.224,0.164,29.90,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,543,119,0,,,,,,,,,,
234080,234080,,Mk10,,,10:10:06 12-Sep-2023,,3,14.4876,129.6067,CRC,0,0,,14434,3.248,1.224,0.256,29.90,,-40.0,0,,,,,,,,,,,92,16,255,82,16,,,,,,,543,119,0,,,,,,,,,,
234080,234080,,Mk10,,,16:40:32 12-Sep-2023,,0,14.4885,129.4131,CRC,0,0,,14498,3.440,1.224,0.148,29.70,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,547,120,0,,,,,,,,,,
234080,234080,,Mk10,,09:57:58 13-Sep-2023,23:58:04 12-Sep-2023,-35993,3,14.4843,129.2571,CRC,0,0,,,,1.224,0.224,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,550,120,0,,,,,,,,,,
234080,234080,,Mk10,,10:44:09 13-Sep-2023,00:44:15 13-Sep-2023,-35993,3,14.4923,129.2473,CRC,0,0,,,,1.224,0.156,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,554,120,0,,,,,,,,,,
234080,234080,,Mk10,,,00:52:29 13-Sep-2023,,3,14.4920,129.2439,CRC,0,0,,14754,3.312,1.216,0.180,30.00,,-40.0,0,,,,,,,,,,,180,16,255,82,16,,,,,,,554,120,0,,,,,,,,,,
234080,234080,,Mk10,,07:23:29 14-Sep-2023,21:23:36 13-Sep-2023,-35992,B,14.6593,128.7250,CRC,0,0,,,,1.224,0.168,,,-40.0,0,,,,,,,,,,,236,16,255,82,16,,,,,,,568,123,0,,,,,,,,,,
234080,234080,,Mk10,,,20:54:14 14-Sep-2023,,2,14.8415,128.3310,CRC,0,0,,15650,3.440,1.224,0.140,29.40,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,584,128,0,,,,,,,,,,
234080,234080,,Mk10,,18:35:37 17-Sep-2023,08:35:44 17-Sep-2023,-35992,B,14.9800,126.8382,CRC,0,0,,,,1.224,0.152,,,-40.0,0,,,,,,,,,,,154,16,255,82,16,,,,,,,638,133,0,,,,,,,,,,
234080,234080,,Mk10,,,09:58:04 17-Sep-2023,,1,14.9523,126.8145,CRC,0,0,,16866,3.440,1.232,0.144,30.30,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,638,133,0,,,,,,,,,,
234080,234080,,Mk10,,,13:05:51 17-Sep-2023,,3,14.9467,126.7168,CRC,0,0,,16930,3.440,1.224,0.140,29.60,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,640,133,0,,,,,,,,,,
234080,234080,,Mk10,,19:26:28 18-Sep-2023,09:26:36 18-Sep-2023,-35991,3,14.7729,126.1813,CRC,0,0,,,,1.224,0.184,,,-40.0,0,,,,,,,,,,,209,16,255,82,16,,,,,,,657,136,0,,,,,,,,,,
234080,234080,,Mk10,,,21:51:50 18-Sep-2023,,B,14.7150,125.9479,CRC,0,0,,17570,3.440,1.232,0.152,30.20,,-40.0,0,,,,,,,,,,,222,16,255,82,16,,,,,,,662,135,0,,,,,,,,,,
234080,234080,,Mk10,,09:27:51 19-Sep-2023,23:27:59 18-Sep-2023,-35991,1,14.7036,125.9013,CRC,0,0,,,,1.232,0.152,,,-40.0,0,,,,,,,,,,,238,16,255,82,16,,,,,,,663,136,0,,,,,,,,,,
234080,234080,,Mk10,,11:17:28 19-Sep-2023,01:17:35 19-Sep-2023,-35992,2,14.7030,125.8688,CRC,0,0,,,,1.224,0.236,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,663,135,0,,,,,,,,,,
234080,234080,,Mk10,,,01:30:43 19-Sep-2023,,3,14.7080,125.8632,CRC,0,0,,17762,3.312,1.224,0.188,30.80,,-40.0,0,,,,,,,,,,,143,16,255,82,16,,,,,,,664,135,0,,,,,,,,,,
234080,234080,,Mk10,,,14:40:09 19-Sep-2023,,2,14.6537,125.5791,CRC,0,0,,17954,3.504,1.224,0.148,31.10,,-40.0,0,,,,,,,,,,,158,16,255,82,16,,,,,,,671,137,0,,,,,,,,,,
234080,234080,,Mk10,,,00:27:35 21-Sep-2023,,3,14.9422,124.9820,CRC,0,0,,18658,3.440,1.232,0.140,30.60,,-40.0,0,,,,,,,,,,,210,16,255,82,16,,,,,,,689,139,0,,,,,,,,,,
234080,234080,,Mk10,,10:43:30 21-Sep-2023,00:43:37 21-Sep-2023,-35992,B,14.9464,124.9772,CRC,0,0,,,,1.224,0.164,,,-40.0,0,,,,,,,,,,,254,16,255,82,16,,,,,,,689,139,0,,,,,,,,,,
234080,234080,,Mk10,,19:38:11 21-Sep-2023,09:38:19 21-Sep-2023,-35991,A,15.1635,124.7987,CRC,0,0,,,,1.224,0.152,,,-40.0,0,,,,,,,,,,,234,16,255,82,16,,,,,,,698,141,0,,,,,,,,,,
234080,234080,,Mk10,,,03:01:43 22-Sep-2023,,B,15.3842,124.3520,CRC,0,0,,19234,3.440,1.232,0.152,30.70,,-40.0,0,,,,,,,,,,,234,16,255,82,16,,,,,,,712,141,0,,,,,,,,,,
234080,234080,,Mk10,,,07:30:03 22-Sep-2023,,1,15.4435,124.2221,CRC,0,0,,19362,3.440,1.224,0.156,30.60,,-40.0,0,,,,,,,,,,,124,16,255,82,16,,,,,,,714,141,0,,,,,,,,,,
234080,234080,,Mk10,,00:40:59 23-Sep-2023,14:41:07 22-Sep-2023,-35991,1,15.4993,123.9956,CRC,0,0,,,,1.232,0.156,,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,721,144,0,,,,,,,,,,
234080,234080,,Mk10,,,20:45:03 23-Sep-2023,,3,15.6462,123.1469,CRC,0,0,,20066,3.440,1.232,0.164,29.70,,-40.0,0,,,,,,,,,,,139,16,255,82,16,,,,,,,744,148,0,,,,,,,,,,
234080,234080,,Mk10,,,00:38:49 24-Sep-2023,,1,15.7126,123.0225,CRC,0,0,,20322,3.312,1.224,0.172,29.90,,-40.0,0,,,,,,,,,,,255,16,255,82,16,,,,,,,750,149,0,,,,,,,,,,
234080,234080,,Mk10,,08:56:31 25-Sep-2023,22:56:40 24-Sep-2023,-35990,B,15.6157,122.2680,CRC,0,0,,,,1.224,0.140,,,-40.0,0,,,,,,,,,,,155,15,255,82,16,,,,,,,760,149,0,,,,,,,,,,
234080,234080,,Mk10,,10:47:00 25-Sep-2023,00:47:09 25-Sep-2023,-35990,B,15.5660,122.1958,CRC,0,0,,,,1.224,0.152,,,-40.0,0,,,,,,,,,,,253,15,255,82,16,,,,,,,761,149,0,,,,,,,,,,
234080,234080,,Mk10,,,02:30:44 25-Sep-2023,,B,15.5625,122.1592,CRC,0,0,,20706,3.440,1.224,0.156,30.40,,-40.0,0,,,,,,,,,,,227,15,255,82,16,,,,,,,762,149,0,,,,,,,,,,
234080,234080,,Mk10,,02:40:20 26-Sep-2023,16:40:28 25-Sep-2023,-35991,0,15.3378,121.8363,CRC,0,0,,,,1.224,0.240,,,-40.0,0,,,,,,,,,,,146,15,255,82,16,,,,,,,776,150,0,,,,,,,,,,
234080,234080,,Mk10,,,09:40:36 26-Sep-2023,,A,15.1267,121.5265,CRC,0,0,,21346,3.440,1.232,0.152,30.70,,-40.0,0,,,,,,,,,,,248,15,255,82,16,,,,,,,785,151,0,,,,,,,,,,
234080,234080,,Mk10,,22:28:10 26-Sep-2023,12:28:19 26-Sep-2023,-35990,1,15.1357,121.5026,CRC,0,0,,,,1.232,0.148,,,-40.0,0,,,,,,,,,,,173,15,255,82,16,,,,,,,786,151,0,,,,,,,,,,
234080,234080,,Mk10,,,20:22:10 26-Sep-2023,,0,15.0451,121.4510,CRC,0,0,,21474,3.440,1.224,0.136,30.00,,-40.0,0,,,,,,,,,,,222,15,255,75,16,,,,,,,790,151,0,,,,,,,,,,
234080,234080,,Mk10,,08:57:52 27-Sep-2023,22:58:01 26-Sep-2023,-35990,B,15.0238,121.5584,CRC,0,0,,,,1.232,0.152,,,-40.0,0,,,,,,,,,,,186,15,255,75,16,,,,,,,791,151,0,,,,,,,,,,
234080,234080,,Mk10,,,01:11:55 27-Sep-2023,,B,14.9818,121.5653,CRC,0,0,,21538,3.440,1.224,0.144,30.10,,-40.0,0,,,,,,,,,,,169,15,255,75,16,,,,,,,792,151,0,,,,,,,,,,
234080,234080,,Mk10,,,14:20:42 28-Sep-2023,,B,14.3763,121.6880,CRC,0,0,,22050,3.440,1.224,0.140,30.50,,-40.0,0,,,,,,,,,,,240,14,255,75,16,,,,,,,812,153,0,,,,,,,,,,
234080,234080,,Mk10,,,22:02:16 29-Sep-2023,,A,13.9695,122.0981,CRC,0,0,,22498,3.440,1.224,0.160,30.60,,-40.0,0,,,,,,,,,,,234,15,255,75,16,,,,,,,827,153,0,,,,,,,,,,
234080,234080,,Mk10,,,02:26:54 30-Sep-2023,,B,13.9421,122.1916,CRC,0,0,,22562,3.440,1.224,0.160,31.40,,-40.0,0,,,,,,,,,,,156,15,255,75,16,,,,,,,829,153,0,,,,,,,,,,
234080,234080,,Mk10,,00:33:48 01-Oct-2023,14:33:57 30-Sep-2023,-35990,A,13.9396,122.2453,CRC,0,0,,,,1.224,0.192,,,-40.0,0,,,,,,,,,,,248,15,255,75,16,,,,,,,835,153,0,,,,,,,,,,
234080,234080,,Mk10,,,10:16:09 01-Oct-2023,,B,13.9719,122.1282,CRC,0,0,,22882,3.440,1.224,0.132,30.60,,-40.0,0,,,,,,,,,,,255,15,255,75,16,,,,,,,845,155,0,,,,,,,,,,
234080,234080,,Mk10,,,20:18:04 01-Oct-2023,,0,14.0069,122.0496,CRC,0,0,,23010,3.440,1.224,0.140,30.40,,-40.0,0,,,,,,,,,,,242,14,255,75,16,,,,,,,850,156,0,,,,,,,,,,
234080,234080,,Mk10,,,00:02:58 02-Oct-2023,,0,13.9972,122.0611,CRC,0,0,,23074,3.440,1.224,0.144,30.40,,-40.0,0,,,,,,,,,,,180,14,255,75,16,,,,,,,852,156,0,,,,,,,,,,
234080,234080,,Mk10,,,13:23:11 02-Oct-2023,,1,13.9654,122.0758,CRC,0,0,,23266,3.440,1.224,0.140,30.50,,-40.0,0,,,,,,,,,,,193,14,255,75,16,,,,,,,859,156,0,,,,,,,,,,
234080,234080,,Mk10,,11:32:45 04-Oct-2023,01:32:55 04-Oct-2023,-35989,A,13.9641,122.1209,CRC,0,0,,,,1.232,0.152,,,-40.0,0,,,,,,,,,,,226,14,255,75,16,,,,,,,880,161,0,,,,,,,,,,
234080,234080,,Mk10,,11:34:05 05-Oct-2023,01:34:15 05-Oct-2023,-35989,A,13.9528,122.1759,CRC,0,0,,,,1.224,0.148,,,-40.0,0,,,,,,,,,,,224,14,255,75,16,,,,,,,894,165,0,,,,,,,,,,
