DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
178574,178574,Mk10,17:06:03 11-Feb-2019,Argos,1,47.6956,-122.1346,568,1334,242,87,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,17:07:43 11-Feb-2019,Argos,2,47.6807,-122.1431,303,3286,27,100,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,17:14:13 11-Feb-2019,Argos,3,47.6774,-122.1375,137,264,71,112,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,17:50:43 11-Feb-2019,Argos,3,47.6765,-122.1382,203,759,54,104,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,18:20:43 11-Feb-2019,Argos,2,47.6781,-122.1416,387,6783,22,102,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,18:47:43 11-Feb-2019,Argos,3,47.6729,-122.1334,144,309,66,77,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,19:01:13 11-Feb-2019,Argos,3,47.6782,-122.1340,126,192,82,111,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,19:01:13 11-Feb-2019,Argos,3,47.6782,-122.1340,126,192,82,111,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,19:36:43 11-Feb-2019,Argos,3,47.6858,-122.1416,200,260,153,19,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,20:35:19 11-Feb-2019,Argos,2,47.6812,-122.1428,420,1575,111,66,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,21:10:43 11-Feb-2019,Argos,B,47.6823,-122.1411,908,1455,566,81,,,,,,Speed to avg loc 38 x median
178574,178574,Mk10,08:24:46 09-Sep-2019,Argos,Z,7.6304,103.0541,,,,,,,,,,
178574,178574,Mk10,08:42:45 09-Sep-2019,Argos,B,14.6394,145.9366,,,,,,,,,,
178574,178574,Mk10,08:42:52 09-Sep-2019,Argos,1,4.2385,105.0084,1285,2435,677,14,,,,,,Lat > 4 deviations from mean
178574,178574,Mk10,10:15:07 09-Sep-2019,Argos,A,13.5351,145.3632,36474,122214,10885,102,,,,,,
178574,178574,Mk10,10:46:14 09-Sep-2019,Argos,B,13.5402,145.3616,4906,9909,2429,100,,,,,,
178574,178574,Mk10,10:49:29 09-Sep-2019,Argos,A,13.6483,144.8704,2590,9380,714,99,,,,,,
178574,178574,Mk10,11:28:41 09-Sep-2019,Argos,A,13.6599,144.8693,5476,28524,1051,82,,,,,,
178574,178574,Mk10,12:02:52 09-Sep-2019,Argos,B,13.6494,144.8585,2270,8088,637,96,,,,,,
178574,178574,Mk10,12:26:48 09-Sep-2019,Argos,B,13.6436,144.8532,1880,4326,817,104,,,,,,
178574,178574,Mk10,12:26:52 09-Sep-2019,Argos,A,13.6443,144.8376,1784,3486,913,115,,,,,,
