DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
176779,176779,,Mk10,21:00:00 05-Aug-2020,,,,0.0,29.4,Status
176779,176779,,Mk10,12:00:00 14-Aug-2020,,,,0.0,30.2,Status
176779,176779,,Mk10,23:00:00 17-Aug-2020,,,,0.0,30.5,Status
176779,176779,,Mk10,11:00:00 20-Aug-2020,,,,0.0,30.6,Status
176779,176779,,Mk10,11:00:00 02-Sep-2020,,,,0.0,29.7,Status
176779,176779,,Mk10,11:00:00 03-Sep-2020,,,,0.0,29.5,Status
176779,176779,,Mk10,00:00:00 08-Sep-2020,,,,0.0,30.0,Status
176779,176779,,Mk10,23:00:00 13-Sep-2020,,,,0.0,30.3,Status
176779,176779,,Mk10,02:00:00 14-Sep-2020,,,,0.0,30.6,Status
176779,176779,,Mk10,00:00:00 18-Sep-2020,,,,0.0,29.5,Status
176779,176779,,Mk10,01:00:00 29-Oct-2020,,,,0.0,29.6,Status
176779,176779,,Mk10,22:00:00 26-Nov-2020,,,,0.0,29.1,Status
