DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
171246,171246,Mk10,Strong,07-Jun-2017,02:51:24,07-Jun-2017,02:51:25
171246,171246,Mk10,Strong,01-May-2018,07:56:57,01-May-2018,07:57:03
